Alter;Geschlecht;Einkommen;Internet_Affinit‰t;Dating_App;Partnersuche;Wohngegend
43;m;472817;5;no;no;Groﬂstadt
45;w;75287;2;no;no;Land
53;w;209196;3;no;no;Kleinstadt
52;m;302348;3;no;no;Kleinstadt
35;m;418365;3;no;no;Land
44;w;190678;4;yes;no;Dorf
44;m;158973;4;no;no;Kleinstadt
37;m;272637;6;no;no;Groﬂstadt
47;m;287411;2;no;no;Dorf
53;m;203729;4;no;no;Land
38;w;63859;1;no;no;Groﬂstadt
44;m;157087;4;no;no;Land
45;w;198123;4;no;no;Vorstadt
36;w;65307;4;no;no;Groﬂstadt
31;m;297341;4;no;no;Kleinstadt
35;m;261326;3;no;no;Dorf
53;w;333668;4;no;no;Vorstadt
45;m;85323;2;no;no;Vorstadt
46;m;360562;2;no;no;Kleinstadt
35;m;219392;2;no;no;Land
42;m;421008;6;no;no;Land
47;m;261324;3;no;no;Vorstadt
39;m;80691;4;no;no;Land
41;m;15626;3;no;no;Vorstadt
48;m;233421;2;no;no;Dorf
45;m;184503;4;yes;no;Land
46;m;424647;3;no;no;Dorf
54;w;61025;5;no;no;Dorf
53;w;256806;3;no;yes;Kleinstadt
46;w;111881;7;no;no;Dorf
48;w;261091;2;no;no;Groﬂstadt
45;m;59376;4;no;no;Vorstadt
42;w;241207;4;no;yes;Dorf
49;m;170538;3;no;no;Land
58;w;329874;4;no;no;Vorstadt
44;w;344407;3;no;no;Dorf
50;m;169957;4;no;no;Land
41;m;205237;4;no;no;Kleinstadt
45;w;309287;4;no;no;Vorstadt
41;w;426875;3;no;no;Kleinstadt
46;w;210172;3;no;no;Dorf
42;w;216297;6;no;no;Groﬂstadt
55;m;125382;5;no;no;Groﬂstadt
44;w;416343;3;no;no;Land
48;m;188433;6;no;no;Dorf
39;w;130029;5;no;no;Kleinstadt
41;w;356862;6;no;no;Groﬂstadt
51;w;206146;2;no;no;Vorstadt
40;m;217962;4;no;no;Vorstadt
40;w;148505;6;no;no;Vorstadt
30;w;293870;4;no;no;Dorf
25;w;226588;4;no;no;Groﬂstadt
39;w;172455;3;no;no;Vorstadt
47;w;251099;5;no;no;Groﬂstadt
46;m;59270;0;no;no;Groﬂstadt
38;w;121568;5;no;no;Kleinstadt
62;m;207458;3;no;no;Land
42;m;84539;5;no;no;Groﬂstadt
45;w;111792;4;no;no;Land
45;w;99617;5;no;no;Land
40;m;174698;3;no;no;Kleinstadt
55;w;242618;4;no;no;Vorstadt
47;w;188520;6;no;no;Vorstadt
50;w;314771;4;no;no;Groﬂstadt
50;w;358348;3;no;no;Kleinstadt
47;w;148116;6;no;no;Vorstadt
50;w;363104;3;no;no;Kleinstadt
43;m;312510;4;no;no;Vorstadt
42;w;254924;4;no;no;Vorstadt
46;m;122764;4;no;no;Land
49;w;184634;6;no;no;Dorf
48;m;376896;5;no;no;Vorstadt
55;w;301143;7;no;no;Dorf
47;w;267085;7;no;no;Kleinstadt
37;m;37461;4;no;no;Dorf
49;m;49678;4;yes;no;Vorstadt
42;m;146024;7;no;no;Groﬂstadt
46;m;55580;5;no;no;Kleinstadt
49;w;259987;5;no;no;Dorf
33;m;253390;2;no;no;Kleinstadt
46;m;80879;4;no;no;Land
50;w;139210;3;no;no;Land
36;m;163636;3;no;no;Land
39;w;255451;5;no;no;Vorstadt
49;m;120472;4;no;no;Groﬂstadt
36;w;170594;6;no;no;Land
47;w;172484;3;no;no;Land
48;m;190842;3;no;no;Kleinstadt
49;m;232201;5;no;no;Land
40;m;68546;7;no;no;Kleinstadt
48;m;223766;4;no;no;Dorf
39;m;296521;4;no;no;Land
46;m;94293;4;no;no;Kleinstadt
52;m;188625;1;no;no;Kleinstadt
46;m;113876;7;no;no;Land
51;m;203207;5;no;no;Kleinstadt
49;m;200057;3;no;no;Dorf
34;m;148489;0;no;no;Kleinstadt
44;w;375142;2;no;no;Groﬂstadt
37;m;285122;1;no;no;Kleinstadt
48;w;313060;4;no;no;Dorf
39;m;57134;3;no;no;Vorstadt
46;m;333337;3;no;yes;Vorstadt
46;w;99838;2;no;no;Groﬂstadt
49;m;128307;4;no;no;Kleinstadt
50;w;268952;5;no;no;Dorf
41;m;216948;5;no;no;Vorstadt
45;m;466238;3;no;no;Groﬂstadt
42;m;378671;5;no;no;Groﬂstadt
48;m;152988;4;no;no;Kleinstadt
46;w;275587;5;no;no;Groﬂstadt
49;m;259445;6;no;no;Land
42;m;345329;4;no;no;Groﬂstadt
56;m;83192;3;no;no;Groﬂstadt
37;m;158712;4;no;no;Land
52;w;171999;4;no;no;Dorf
48;w;67448;4;no;no;Land
39;m;185406;4;no;no;Dorf
58;w;229286;6;no;no;Dorf
44;m;255489;6;no;no;Land
50;m;339634;4;no;no;Land
43;m;195651;5;no;no;Vorstadt
46;w;90748;2;no;no;Groﬂstadt
49;m;304903;4;no;no;Land
39;m;210155;3;no;no;Dorf
44;w;62942;3;no;no;Land
36;m;149466;5;no;no;Dorf
41;m;278639;5;no;no;Kleinstadt
48;w;176388;6;no;no;Vorstadt
40;m;199087;2;no;no;Land
43;w;226132;4;yes;no;Groﬂstadt
32;m;112530;6;no;no;Land
51;w;296816;5;no;no;Dorf
43;w;29062;4;no;no;Kleinstadt
37;w;179633;5;no;no;Land
53;m;225099;6;no;no;Kleinstadt
48;w;38033;5;no;no;Dorf
